GLOBAL,CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,ASITUR006002001,ASITUR00C001002,ASITUR003003002,ASITUR00A002001,ASITUR007001002,ASITUR008003004,ASITUR005001000,ASITUR006001001,ASITUR00A002004,ASITUR009000005,ASITUR003002001,ASITUR002002001,ASITUR008001003,ASITUR00C003002,ASITUR00A001003,ASITUR004001003,ASITUR00B001003,ASITUR00B002003,ASITUR004002004,ASITUR006001003,ASITUR004001001,ASITUR002002002,ASITUR008002002,ASITUR008003003,ASITUR003002002,ASITUR00C002002,ASITUR004002003,ASITUR002001002,ASITUR00B001002,ASITUR00A001002,ASITUR00A001001,ASITUR004001002,ASITUR00C001001,ASITUR009000003,ASITUR009000006,ASITUR00B002004,ASITUR006003001,ASITUR00A002003,ASITUR006001002,ASITUR001000000,ASITUR003001000,ASITUR006003002,ASITUR008001002,ASITUR005002002,ASITUR00A002002,ASITUR008002001,ASITUR007002001,ASITUR00C001003,ASITUR007001001,ASITUR002001003,ASITUR007001005,ASITUR004002001,ASITUR005002001,ASITUR003003003,ASITUR00B001001,ASITUR003003001,ASITUR00C003001,ASITUR006002002,ASITUR003002003,ASITUR00B002002,ASITUR007001004,ASITUR007001003,ASITUR009000002,ASITUR006003003,ASITUR009000004,ASITUR004002002,ASITUR008003001,ASITUR00C002001,ASITUR00C003004,ASITUR008002003,ASITUR00C003003,ASITUR007002002,ASITUR002001001,ASITUR008003002,ASITUR009000001,ASITUR00B001004,ASITUR003003004,ASITUR00B002001,ASITUR004002005,ASITUR007002003,ASITUR008001001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,50598,15715,22200,14725,11491,12379,186642,88605,5254,10053,34688,38710,7886,18816,4787,10231,10968,11314,13138,11156,75518,24766,22290,17073,27088,35466,,16255,21433,12662,23398,33893,41978,23453,16677,8007,29067,6882,18730,437922,113673,24560,13652,8747,11046,19911,36580,6566,15089,14120,11259,71159,51080,17875,25876,36257,22596,51468,35246,11070,10322,14731,30792,,16842,30770,38644,33383,10866,12085,13031,26354,45313,26987,25115,8458,10655,32118,14670,16688,17006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,62933,24077,26799,28477,13726,14658,153791,64075,7633,8644,32338,39688,8133,20209,4677,9202,10940,16174,12401,10001,61744,18238,16991,21460,24039,47949,,17000,21303,12884,39997,28329,42291,20170,11162,10293,39315,9779,19807,371601,99681,29322,11676,9445,18072,15658,33789,6161,17818,13297,11346,54742,55006,20915,33194,36989,29525,55482,30687,20193,12147,15493,46332,,15859,27170,42504,47429,13339,9869,13753,30244,31681,47071,29988,5612,10493,38507,9808,26572,25571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,-12335,-8362,-4599,-13752,-2235,-2279,32851,24530,-2379,1409,2350,-978,-247,-1393,110,1029,28,-4860,737,1155,13774,6528,5299,-4387,3049,-12483,,-745,130,-222,-16599,5564,-313,3283,5515,-2286,-10248,-2897,-1077,66321,13992,-4762,1976,-698,-7026,4253,2791,405,-2729,823,-87,16417,-3926,-3040,-7318,-732,-6929,-4014,4559,-9123,-1825,-762,-15540,,983,3600,-3860,-14046,-2473,2216,-722,-3890,13632,-20084,-4873,2846,162,-6389,4862,-9884,-8565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-5.722762654,-13.90503272,-6.48273772,-24.64282066,-5.821472246,-7.053183604,6.5327575,11.4305685,-22.88127035,8.355596144,2.304414081,-0.840747905,-1.305065716,-2.540684234,1.45570039,4.938247906,0.105461394,-14.31154406,2.603067523,4.499599711,5.03788656,13.08048667,28.14731793,-8.211150282,3.169638007,-7.735741661,,-1.867380867,0.228803148,-1.008600363,-21.41727691,6.9816875,-0.16968499,7.754528888,39.7751245,-8.337466811,-6.794899847,-15.09856806,-2.574630211,4.694525457,3.451339614,-4.417083222,8.618922373,-2.929228497,-23.08245753,11.62128228,2.156945407,3.15461099,-9.886875164,2.419538583,-0.389189479,9.842364494,-1.886422562,-5.30005457,-9.551068459,-0.538302978,-8.847009554,-2.350418467,5.274267095,-21.87169231,-6.372818619,-2.214865175,-21.02210161,,2.999571272,3.931963918,-3.054425752,-7.764497903,-7.841098071,10.89157574,-1.518031353,-6.216351401,15.7112414,-32.99219713,-6.406165063,33.87893578,0.467630987,-5.952627742,22.33440978,-22.00586437,-14.13717433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,45927,14323,24167,12856,10667,11228,160235,83596,4923,7286,32412,34922,7145,15906,3664,10387,7569,10998,13136,11473,67736,23252,17050,13289,24446,30789,,14813,17108,12192,22551,32363,41672,18027,11166,5622,27260,6429,19731,384535,105804,19908,13510,8191,9706,14340,33917,4315,13776,12548,9733,62966,51981,20550,24270,32211,21676,46721,33213,9914,10214,12359,48240,,12315,28457,32249,31890,8823,8277,11075,21492,42155,34725,21864,5171,10351,50003,11353,14646,14279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,59294,22591,21738,27984,12374,13128,137834,62893,5986,7612,29623,35315,7330,20739,4085,8118,11145,16886,9677,8497,61520,14374,10609,20610,21992,47575,,13675,18344,10649,33234,25299,39410,17861,9001,10137,35139,8632,14330,354074,95954,29467,8444,8066,16185,13933,30143,6075,13912,11232,9898,51561,48313,16702,28545,34054,30299,53523,28301,20646,10859,13514,26595,,13856,23787,41561,44878,14628,10371,14617,27441,28042,31812,25478,5404,9435,46639,9199,24525,22687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,-13367,-8268,2429,-15128,-1707,-1900,22401,20703,-1063,-326,2789,-393,-185,-4833,-421,2269,-3576,-5888,3459,2976,6216,8878,6441,-7321,2454,-16786,,1138,-1236,1543,-10683,7064,2262,166,2165,-4515,-7879,-2203,5401,30461,9850,-9559,5066,125,-6479,407,3774,-1760,-136,1316,-165,11405,3668,3848,-4275,-1843,-8623,-6802,4912,-10732,-645,-1155,21645,,-1541,4670,-9312,-12988,-5805,-2094,-3542,-5949,14113,2913,-3614,-233,916,3364,2154,-9879,-8408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-6.26876332,-13.79390886,3.456502358,-27.01582948,-4.483038907,-5.878112693,4.52148888,9.94291815,-9.918404098,-1.949236151,2.774719904,-0.338522431,-0.981283997,-9.00634805,-5.53892708,11.17835862,-13.53033542,-17.30761882,12.38229393,11.76968436,2.31502948,18.14606788,35.54920234,-13.71910227,2.584980987,-10.48757935,,2.851137073,-2.194130877,7.106849151,-13.63433612,8.98478539,1.257765814,0.395735591,16.14063601,-15.99705215,-5.296402594,-11.50328572,13.04707552,2.201017312,2.4621713,-8.950764242,22.75708407,0.531097907,-21.03158308,1.131798962,2.964461806,-14.05750799,-0.494914391,3.864223632,-0.745622855,7.001277173,1.78887823,6.7331937,-5.591864524,-1.368140876,-11.09299371,-4.033805209,5.787750283,-25.63624811,-2.259095486,-3.388612209,29.62842303,,-4.742669406,5.189280968,-7.411782123,-7.343790375,-18.50013465,-10.34799711,-7.556218307,-9.495466549,16.69654883,4.755658262,-4.757109668,-2.696993373,2.679843539,3.202915758,10.22199865,-21.56278341,-13.7671086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,53685,12091,20223,12115,10217,11533,168193,75696,3775,6206,28524,33275,7566,18326,3101,8283,6986,11594,12808,8144,66615,15412,20166,13672,20119,32384,,15183,15900,11966,24830,32346,36075,16970,8681,4314,28547,5179,18633,388467,116390,18521,8511,7853,9028,13047,31075,4662,15861,10359,10947,60432,46042,15291,25806,28781,18296,48377,28390,10158,8965,12588,30335,,12428,25376,38874,27190,8475,9562,8356,23217,37655,32655,36868,4100,8693,22866,12269,17705,16258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,54109,18295,22256,22613,12587,13187,131114,58632,7033,7547,27640,31291,7104,16855,4420,8251,10726,16485,10124,8659,56368,14802,11831,22699,21706,43918,,12910,18001,11189,33681,23225,34125,19567,10444,7949,32296,7986,15822,348986,89517,26934,9242,8424,15660,14570,28831,5677,15565,11242,12186,48399,51006,18210,28208,34262,40308,49209,26613,20182,10667,15778,31296,,14575,21665,39581,35154,11797,9558,13025,28585,29066,34213,26474,6205,9644,27175,10233,25546,20701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,-424,-6204,-2033,-10498,-2370,-1654,37079,17064,-3258,-1341,884,1984,462,1471,-1319,32,-3740,-4891,2684,-515,10247,610,8335,-9027,-1587,-11534,,2273,-2101,777,-8851,9121,1950,-2597,-1763,-3635,-3749,-2807,2811,39481,26873,-8413,-731,-571,-6632,-1523,2244,-1015,296,-883,-1239,12033,-4964,-2919,-2402,-5481,-22012,-832,1777,-10024,-1702,-3190,-961,,-2147,3711,-707,-7964,-3322,4,-4669,-5368,8589,-1558,10394,-2105,-951,-4309,2036,-7841,-4443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-0.205581937,-10.48722313,-2.894599145,-19.33639582,-6.268315648,-5.087743583,8.004511834,8.928435949,-29.67267163,-8.066141154,0.903226993,1.741736627,2.454600516,2.958196124,-17.50044779,0.158380559,-14.51778817,-14.77935966,9.933272391,-2.045213109,4.025501258,1.277674214,46.08753591,-16.55669526,-1.711686982,-7.584275943,,5.764258806,-3.808108316,3.649609323,-11.36736522,12.14729915,1.179891026,-6.137180276,-13.37049466,-14.0576266,-2.584995785,-15.18204117,6.702583869,3.061630226,6.971179195,-8.076240943,-3.338974419,-2.459537168,-21.40376696,-4.223697913,1.862627101,-8.278179453,1.054559187,-2.646719851,-5.538135584,7.935285841,-2.488024752,-5.091899275,-3.254367722,-4.106548488,-29.39409074,-0.506914015,2.217113697,-24.47887159,-5.974529269,-9.340704389,-1.327370984,,-6.695930826,4.316549273,-0.565405727,-4.922981062,-10.88170648,0.019887437,-10.78892731,-8.439840196,11.02545456,-2.491930815,13.67757557,-25.02570931,-2.827533817,-4.20609987,10.10356652,-15.9601698,-7.142702121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,45493,12155,18270,12195,11146,11748,156760,92031,4640,6700,34375,37407,8418,16467,2996,8206,8977,11721,10049,9674,82964,16390,12680,15828,22721,31677,,11202,15294,10977,18999,31731,37184,20089,9281,7801,29459,5559,17997,374868,117067,26142,8383,8904,8855,14775,30021,4998,11360,10565,9822,63965,45502,14112,25500,38301,27606,46776,35907,10058,9531,15150,27719,,13253,24321,35404,25510,11870,10299,13223,18871,47534,29593,25918,6861,8666,21187,16656,15352,17639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Verdigi goc
",,,,,58316,20971,24861,27450,12596,14268,126198,55806,7447,8660,25577,31129,6325,19669,4949,8793,10192,20957,11032,10019,47370,14246,11612,24072,22120,47777,,14249,18813,11976,43585,21970,36229,18539,9073,6981,32624,9356,16800,348193,89819,25574,8489,8145,17726,14003,28621,4611,16605,11027,12312,40947,56760,21711,27830,35458,41432,50110,24959,25896,10882,13991,31458,,13825,20887,40633,37282,12625,9472,15877,30428,22373,35892,27027,6068,10222,30275,6542,30117,19530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Net goc

",,,,,-12823,-8816,-6591,-15255,-1450,-2520,30562,36225,-2807,-1960,8798,6278,2093,-3202,-1953,-587,-1215,-9236,-983,-345,35594,2144,1068,-8244,601,-16100,,-3047,-3519,-999,-24586,9761,955,1550,208,820,-3165,-3797,1197,26675,27248,568,-106,759,-8871,772,1400,387,-5245,-462,-2490,23018,-11258,-7599,-2330,2843,-13826,-3334,10948,-15838,-1351,1159,-3739,,-572,3434,-5229,-11772,-755,827,-2654,-11557,25161,-6299,-1109,793,-1556,-9088,10114,-14765,-1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,%,Net goc hizi (%) ,,,,,-6.308263688,-14.9556809,-9.406838262,-28.26007419,-3.904956063,-7.755397233,6.741134863,19.67506942,-24.69961415,-11.69702323,9.154084742,5.569864178,11.35515933,-6.57202027,-25.47895345,-3.034179751,-4.733179197,-27.85997617,-3.649208255,-1.393322954,14.29382619,4.525889821,6.083424945,-15.00092801,0.655015528,-10.72705443,,-7.691191226,-6.406084597,-4.731356962,-31.22983512,13.24677669,0.592525309,3.681788922,1.584604953,3.176078705,-2.236955422,-20.42237802,2.942011407,2.103071971,7.203979321,0.551984715,-0.490057836,3.303367999,-28.02281375,2.14421811,1.1827461,3.203708686,-18.60275406,-1.370216476,-11.11706402,15.5648075,-5.698819082,-13.33898559,-3.170266438,2.161437238,-18.24949512,-2.077808766,13.92963929,-38.42048575,-4.784426356,3.430338816,-5.184792293,,-1.78919974,4.042021011,-4.229585013,-7.450114233,-2.515019329,4.127209891,-6.163292415,-18.14597643,33.18554745,-10.15464104,-1.479581048,9.215304611,-4.646315645,-9.007714243,52.57986535,-30.03528358,-3.049525356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,-,,,,"Aldigi goc
",,,,,92684,17624,35636,24586,18892,30294,377108,171982,8791,14374,76570,80207,10069,20133,6027,24586,13795,24270,25532,17328,180171,42818,20869,27073,57412,62996,,35973,36075,29336,50809,62802,68550,30844,13777,13369,47298,11944,45579,920955,306387,33864,15440,13374,28937,26171,64169,7157,23455,29968,19273,119301,107316,38553,49192,76526,26083,117894,80782,13379,23171,27740,35790,,25050,50354,59628,38320,17932,16205,28457,43309,88618,33384,52923,15705,18807,35053,22774,32948,27839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
